,date_game,game_location,game_result,losses,opp_name,opp_pts,overtimes,pts,wins,school_name
28,"Wed, Feb 21, 2018",@,W,9,Colorado,64,,75,20,Southern California
29,"Sat, Feb 24, 2018",@,W,9,Utah,58,,74,21,Southern California
30,"Sat, Mar 3, 2018",,L,10,UCLA,83,,72,21,Southern California
31,"Thu, Mar 8, 2018",N,W,10,Oregon State,48,,61,22,Southern California
32,"Fri, Mar 9, 2018",N,W,10,Oregon,54,,74,23,Southern California
33,"Sat, Mar 10, 2018",N,L,11,Arizona,75,,61,23,Southern California
34,"Tue, Mar 13, 2018",,W,11,North Carolina-Asheville,98,2OT,103,24,Southern California
35,"Mon, Mar 19, 2018",,L,12,Western Kentucky,79,,75,24,Southern California
0,"Fri, Nov 10, 2017",@,L,1,Purdue,105,,74,0,SIU Edwardsville
1,"Wed, Nov 15, 2017",,L,2,Valparaiso,94,,69,0,SIU Edwardsville
2,"Sat, Nov 18, 2017",@,W,2,Stetson,76,,80,1,SIU Edwardsville
3,"Wed, Nov 22, 2017",,L,3,Western Illinois,69,,67,1,SIU Edwardsville
4,"Sat, Nov 25, 2017",@,L,4,Creighton,103,,66,1,SIU Edwardsville
5,"Wed, Nov 29, 2017",@,L,5,Southern Illinois,86,,59,1,SIU Edwardsville
6,"Sun, Dec 3, 2017",@,L,6,Fort Wayne,86,,71,1,SIU Edwardsville
7,"Wed, Dec 6, 2017",@,W,6,IUPUI,81,,82,2,SIU Edwardsville
8,"Sun, Dec 10, 2017",,W,6,South Alabama,75,,76,3,SIU Edwardsville
9,"Tue, Dec 19, 2017",,W,6,Chicago State,76,,88,4,SIU Edwardsville
10,"Fri, Dec 22, 2017",@,L,7,Central Michigan,70,,52,4,SIU Edwardsville
11,"Thu, Dec 28, 2017",@,L,8,Austin Peay,78,,58,4,SIU Edwardsville
12,"Sat, Dec 30, 2017",@,L,9,Murray State,87,,63,4,SIU Edwardsville
13,"Thu, Jan 4, 2018",@,W,9,Eastern Kentucky,82,,85,5,SIU Edwardsville
14,"Sat, Jan 6, 2018",@,W,9,Morehead State,65,,70,6,SIU Edwardsville
15,"Thu, Jan 11, 2018",,L,10,Belmont,76,,61,6,SIU Edwardsville
16,"Sat, Jan 13, 2018",,W,10,Tennessee State,79,,82,7,SIU Edwardsville
17,"Thu, Jan 18, 2018",,L,11,Southeast Missouri State,86,,74,7,SIU Edwardsville
18,"Sat, Jan 20, 2018",,L,12,Tennessee-Martin,70,,69,7,SIU Edwardsville
19,"Thu, Jan 25, 2018",@,L,13,Tennessee State,85,,57,7,SIU Edwardsville
20,"Sat, Jan 27, 2018",@,L,14,Belmont,83,,72,7,SIU Edwardsville
21,"Thu, Feb 1, 2018",,L,15,Tennessee Tech,68,,67,7,SIU Edwardsville
22,"Sat, Feb 3, 2018",,W,15,Jacksonville State,67,,75,8,SIU Edwardsville
23,"Thu, Feb 8, 2018",,L,16,Eastern Illinois,78,,74,8,SIU Edwardsville
24,"Sat, Feb 10, 2018",,L,17,Murray State,75,,66,8,SIU Edwardsville
25,"Thu, Feb 15, 2018",@,W,17,Tennessee-Martin,69,,70,9,SIU Edwardsville
26,"Sat, Feb 17, 2018",@,L,18,Southeast Missouri State,79,,74,9,SIU Edwardsville
27,"Thu, Feb 22, 2018",,L,19,Austin Peay,86,,82,9,SIU Edwardsville
28,"Sat, Feb 24, 2018",@,L,20,Eastern Illinois,68,,56,9,SIU Edwardsville
29,"Wed, Feb 28, 2018",N,L,21,Tennessee Tech,60,,51,9,SIU Edwardsville
0,"Fri, Nov 10, 2017",@,W,0,Winthrop,66,,81,1,Southern Illinois
1,"Sat, Nov 18, 2017",,W,0,Illinois-Springfield,64,,69,2,Southern Illinois
2,"Tue, Nov 21, 2017",@,L,1,Louisville,84,,42,2,Southern Illinois
3,"Sat, Nov 25, 2017",@,L,2,Murray State,81,,73,2,Southern Illinois
4,"Wed, Nov 29, 2017",,W,2,Southern Illinois-Edwardsville,59,,86,3,Southern Illinois
5,"Sat, Dec 2, 2017",,W,2,San Jose State,58,,76,4,Southern Illinois
6,"Wed, Dec 6, 2017",@,L,3,Saint Louis,74,,69,4,Southern Illinois
7,"Sat, Dec 9, 2017",,L,4,Southeast Missouri State,75,,69,4,Southern Illinois
8,"Wed, Dec 13, 2017",,W,4,Jackson State,51,,69,5,Southern Illinois
9,"Sun, Dec 17, 2017",,W,4,Lamar,61,,71,6,Southern Illinois
10,"Tue, Dec 19, 2017",,W,4,North Carolina A&T,64,,102,7,Southern Illinois
11,"Fri, Dec 22, 2017",N,L,5,Nevada,86,,64,7,Southern Illinois
12,"Sat, Dec 23, 2017",N,W,5,Duquesne,64,,74,8,Southern Illinois
13,"Thu, Dec 28, 2017",@,W,5,Northern Iowa,53,,56,9,Southern Illinois
14,"Sun, Dec 31, 2017",,L,6,Drake,70,,67,9,Southern Illinois
15,"Wed, Jan 3, 2018",,W,6,Evansville,63,,65,10,Southern Illinois
16,"Sat, Jan 6, 2018",@,L,7,Valparaiso,83,,72,10,Southern Illinois
17,"Tue, Jan 9, 2018",@,L,8,Bradley,68,,62,10,Southern Illinois
18,"Sat, Jan 13, 2018",,W,8,Illinois State,70,,74,11,Southern Illinois
19,"Wed, Jan 17, 2018",@,L,9,Loyola,79,,65,11,Southern Illinois
20,"Sun, Jan 21, 2018",,W,9,Northern Iowa,53,,64,12,Southern Illinois
21,"Wed, Jan 24, 2018",,W,9,Indiana State,77,,82,13,Southern Illinois
22,"Sat, Jan 27, 2018",@,W,9,Missouri State,77,,79,14,Southern Illinois
23,"Tue, Jan 30, 2018",@,W,9,Drake,67,,78,15,Southern Illinois
24,"Sat, Feb 3, 2018",,W,9,Valparaiso,59,,65,16,Southern Illinois
25,"Thu, Feb 8, 2018",@,L,10,Illinois State,76,OT,68,16,Southern Illinois
26,"Sun, Feb 11, 2018",,W,10,Bradley,57,,74,17,Southern Illinois
27,"Wed, Feb 14, 2018",,W,10,Missouri State,80,OT,81,18,Southern Illinois
28,"Sat, Feb 17, 2018",@,W,10,Indiana State,72,OT,76,19,Southern Illinois
29,"Wed, Feb 21, 2018",,L,11,Loyola,75,,56,19,Southern Illinois
30,"Sat, Feb 24, 2018",@,L,12,Evansville,75,,44,19,Southern Illinois
31,"Fri, Mar 2, 2018",N,W,12,Missouri State,63,,67,20,Southern Illinois
32,"Sat, Mar 3, 2018",N,L,13,Illinois State,76,OT,68,20,Southern Illinois
0,"Fri, Nov 10, 2017",,W,0,Maryland-Baltimore County,67,,78,1,Southern Methodist
1,"Sun, Nov 12, 2017",,W,0,Louisiana-Monroe,65,,83,2,Southern Methodist
2,"Wed, Nov 15, 2017",,W,0,Northwestern State,35,,81,3,Southern Methodist
3,"Sat, Nov 18, 2017",,W,0,Arkansas-Pine Bluff,37,,72,4,Southern Methodist
4,"Wed, Nov 22, 2017",N,L,1,Northern Iowa,61,,58,4,Southern Methodist
5,"Thu, Nov 23, 2017",N,W,1,Arizona,60,,66,5,Southern Methodist
6,"Fri, Nov 24, 2017",N,L,2,Western Kentucky,63,,61,5,Southern Methodist
7,"Tue, Nov 28, 2017",,W,2,Texas-Rio Grande Valley,64,,95,6,Southern Methodist
8,"Sat, Dec 2, 2017",,W,2,Southern California,55,,72,7,Southern Methodist
9,"Tue, Dec 5, 2017",@,L,3,Texas Christian,94,,83,7,Southern Methodist
10,"Wed, Dec 13, 2017",,W,3,New Orleans,66,,79,8,Southern Methodist
11,"Mon, Dec 18, 2017",,W,3,Boise State,63,,86,9,Southern Methodist
12,"Tue, Dec 19, 2017",,W,3,Cal Poly,64,,84,10,Southern Methodist
13,"Wed, Dec 27, 2017",,W,3,Central Florida,51,,56,11,Southern Methodist
14,"Sun, Dec 31, 2017",,W,3,South Florida,39,,79,12,Southern Methodist
15,"Thu, Jan 4, 2018",@,L,4,Tulane,73,,70,12,Southern Methodist
16,"Sun, Jan 7, 2018",@,L,5,Cincinnati,76,,56,12,Southern Methodist
17,"Wed, Jan 10, 2018",,L,6,Temple,66,,64,12,Southern Methodist
18,"Wed, Jan 17, 2018",@,W,6,Wichita State,78,,83,13,Southern Methodist
19,"Sat, Jan 20, 2018",,W,6,Tulane,62,,73,14,Southern Methodist
20,"Thu, Jan 25, 2018",@,L,7,Connecticut,63,,52,14,Southern Methodist
21,"Sun, Jan 28, 2018",,W,7,East Carolina,61,,86,15,Southern Methodist
22,"Thu, Feb 1, 2018",@,L,8,Tulsa,76,,67,15,Southern Methodist
23,"Thu, Feb 8, 2018",@,L,9,Houston,67,,58,15,Southern Methodist
24,"Sun, Feb 11, 2018",,L,10,Cincinnati,76,,51,15,Southern Methodist
25,"Wed, Feb 14, 2018",,L,11,Memphis,70,,67,15,Southern Methodist
26,"Sat, Feb 17, 2018",@,L,12,Central Florida,52,,37,15,Southern Methodist
27,"Wed, Feb 21, 2018",@,W,12,East Carolina,58,,77,16,Southern Methodist
28,"Sat, Feb 24, 2018",,L,13,Wichita State,84,,78,16,Southern Methodist
29,"Wed, Feb 28, 2018",,L,14,Houston,69,,56,16,Southern Methodist
30,"Sun, Mar 4, 2018",@,L,15,South Florida,65,,54,16,Southern Methodist
31,"Thu, Mar 8, 2018",N,W,15,Connecticut,73,,80,17,Southern Methodist
32,"Fri, Mar 9, 2018",N,L,16,Cincinnati,61,,51,17,Southern Methodist
0,"Fri, Nov 10, 2017",,W,0,Southern-New Orleans,69,,79,1,Southern Mississippi
1,"Thu, Nov 16, 2017",@,L,1,Michigan,61,,47,1,Southern Mississippi
2,"Mon, Nov 20, 2017",,W,1,Blue Mountain College,46,,90,2,Southern Mississippi
3,"Fri, Nov 24, 2017",N,L,2,South Dakota,84,,71,2,Southern Mississippi
4,"Sat, Nov 25, 2017",N,W,2,Youngstown State,64,,71,3,Southern Mississippi
5,"Sun, Nov 26, 2017",N,L,3,Northern Colorado,77,,63,3,Southern Mississippi
6,"Wed, Nov 29, 2017",@,L,4,South Alabama,69,,58,3,Southern Mississippi
7,"Sun, Dec 3, 2017",,W,4,Rust,61,,109,4,Southern Mississippi
8,"Sun, Dec 10, 2017",,W,4,Troy,71,,89,5,Southern Mississippi
9,"Wed, Dec 13, 2017",@,W,4,Alabama A&M,54,,69,6,Southern Mississippi
10,"Sat, Dec 16, 2017",,W,4,William Carey,58,,75,7,Southern Mississippi
11,"Thu, Dec 21, 2017",@,L,5,Florida State,98,,45,7,Southern Mississippi
12,"Sat, Dec 23, 2017",N,L,6,Mississippi State,70,,64,7,Southern Mississippi
13,"Thu, Dec 28, 2017",@,L,7,Marshall,85,,66,7,Southern Mississippi
14,"Sat, Dec 30, 2017",@,L,8,Western Kentucky,82,,66,7,Southern Mississippi
15,"Thu, Jan 4, 2018",,W,8,Texas-El Paso,75,,85,8,Southern Mississippi
16,"Sat, Jan 6, 2018",,W,8,Texas-San Antonio,83,,93,9,Southern Mississippi
17,"Thu, Jan 11, 2018",@,L,9,Alabama-Birmingham,86,,75,9,Southern Mississippi
18,"Sat, Jan 13, 2018",@,L,10,Middle Tennessee,69,,49,9,Southern Mississippi
19,"Thu, Jan 18, 2018",,W,10,Rice,75,,86,10,Southern Mississippi
20,"Sat, Jan 20, 2018",,W,10,North Texas,78,,85,11,Southern Mississippi
21,"Sat, Jan 27, 2018",@,L,11,Louisiana Tech,89,,66,11,Southern Mississippi
22,"Thu, Feb 1, 2018",@,L,12,Florida International,76,,70,11,Southern Mississippi
23,"Sat, Feb 3, 2018",@,W,12,Florida Atlantic,66,,77,12,Southern Mississippi
24,"Thu, Feb 8, 2018",,L,13,Old Dominion,68,,63,12,Southern Mississippi
25,"Sat, Feb 10, 2018",,W,13,Charlotte,54,,72,13,Southern Mississippi
26,"Thu, Feb 15, 2018",,L,14,Middle Tennessee,72,,62,13,Southern Mississippi
27,"Sat, Feb 17, 2018",,L,15,Alabama-Birmingham,87,,69,13,Southern Mississippi
28,"Thu, Feb 22, 2018",@,L,16,Texas-San Antonio,64,,56,13,Southern Mississippi
29,"Sat, Feb 24, 2018",@,L,17,Texas-El Paso,73,,44,13,Southern Mississippi
30,"Sat, Mar 3, 2018",,W,17,Louisiana Tech,64,,72,14,Southern Mississippi
31,"Wed, Mar 7, 2018",N,W,17,Florida International,68,,69,15,Southern Mississippi
32,"Thu, Mar 8, 2018",N,W,17,Middle Tennessee,68,OT,71,16,Southern Mississippi
33,"Fri, Mar 9, 2018",N,L,18,Marshall,85,,75,16,Southern Mississippi
0,"Fri, Nov 10, 2017",@,L,1,Oregon State,99,,82,0,Southern Utah
1,"Sun, Nov 12, 2017",@,L,2,Boise State,90,,69,0,Southern Utah
2,"Thu, Nov 16, 2017",,W,2,San Jose State,69,,81,1,Southern Utah
3,"Tue, Nov 21, 2017",,W,2,Benedictine,68,,85,2,Southern Utah
4,"Sat, Nov 25, 2017",@,L,3,Nevada-Las Vegas,101,,82,2,Southern Utah
5,"Wed, Nov 29, 2017",@,W,3,Pepperdine,82,,88,3,Southern Utah
6,"Sat, Dec 2, 2017",,W,3,San Diego Christian,68,,87,4,Southern Utah
7,"Wed, Dec 6, 2017",,W,3,Long Beach State,89,,94,5,Southern Utah
8,"Sat, Dec 9, 2017",@,L,4,Michigan State,88,,63,5,Southern Utah
9,"Sat, Dec 16, 2017",,W,4,Central Michigan,80,,86,6,Southern Utah
10,"Tue, Dec 19, 2017",@,L,5,Iowa,92,,64,6,Southern Utah
11,"Thu, Dec 28, 2017",,L,6,Montana State,104,,99,6,Southern Utah
12,"Sat, Dec 30, 2017",,L,7,Montana,79,,49,6,Southern Utah
13,"Thu, Jan 4, 2018",@,L,8,Idaho State,93,,78,6,Southern Utah
14,"Sat, Jan 6, 2018",@,L,9,Weber State,92,,76,6,Southern Utah
15,"Sat, Jan 13, 2018",,W,9,Northern Arizona,75,,81,7,Southern Utah
16,"Thu, Jan 18, 2018",,L,10,Idaho,80,,76,7,Southern Utah
17,"Sat, Jan 20, 2018",,W,10,Eastern Washington,62,OT,66,8,Southern Utah
18,"Thu, Jan 25, 2018",@,L,11,Montana,71,,47,8,Southern Utah
19,"Sat, Jan 27, 2018",@,L,12,Montana State,69,,66,8,Southern Utah
20,"Thu, Feb 1, 2018",,L,13,Weber State,90,,80,8,Southern Utah
21,"Sat, Feb 3, 2018",,W,13,Idaho State,80,,84,9,Southern Utah
22,"Sat, Feb 10, 2018",@,W,13,Northern Arizona,54,,63,10,Southern Utah
23,"Thu, Feb 15, 2018",@,L,14,North Dakota,61,,57,10,Southern Utah
24,"Sat, Feb 17, 2018",@,L,15,Northern Colorado,97,,80,10,Southern Utah
25,"Thu, Feb 22, 2018",,L,16,Portland State,96,OT,91,10,Southern Utah
26,"Sat, Feb 24, 2018",,W,16,Sacramento State,74,,77,11,Southern Utah
27,"Thu, Mar 1, 2018",@,L,17,Eastern Washington,74,,51,11,Southern Utah
28,"Sat, Mar 3, 2018",@,L,18,Idaho,78,,76,11,Southern Utah
29,"Tue, Mar 6, 2018",N,W,18,Idaho State,68,,76,12,Southern Utah
30,"Thu, Mar 8, 2018",N,W,18,Idaho,78,,92,13,Southern Utah
31,"Fri, Mar 9, 2018",N,L,19,Eastern Washington,82,,70,13,Southern Utah
0,"Fri, Nov 10, 2017",@,L,1,Illinois,102,,55,0,Southern
1,"Mon, Nov 13, 2017",@,L,2,Marshall,83,,74,0,Southern
2,"Wed, Nov 15, 2017",@,L,3,Missouri State,86,,58,0,Southern
3,"Fri, Nov 17, 2017",@,L,4,Duke,78,,61,0,Southern
4,"Sun, Nov 19, 2017",@,L,5,North Carolina Central,80,,67,0,Southern
5,"Wed, Nov 22, 2017",,W,5,Tennessee-Martin,66,,69,1,Southern
6,"Wed, Nov 29, 2017",,W,5,Wiley,69,,92,2,Southern
7,"Wed, Dec 6, 2017",@,L,6,Tulane,95,,76,2,Southern
8,"Sat, Dec 9, 2017",@,L,7,Central Florida,76,,60,2,Southern
9,"Sun, Dec 10, 2017",@,L,8,Iowa,91,,60,2,Southern
10,"Thu, Dec 14, 2017",,W,8,Florida A&M,50,,68,3,Southern
11,"Wed, Dec 20, 2017",@,L,9,Baylor,80,,60,3,Southern
12,"Fri, Dec 29, 2017",,W,9,Ecclesia,57,,98,4,Southern
13,"Mon, Jan 1, 2018",@,L,10,Texas Southern,78,,66,4,Southern
14,"Wed, Jan 3, 2018",@,L,11,Prairie View,78,,74,4,Southern
15,"Sat, Jan 6, 2018",,W,11,Grambling,69,,80,5,Southern
16,"Mon, Jan 8, 2018",,L,12,Jackson State,65,,61,5,Southern
17,"Sat, Jan 13, 2018",@,L,13,Arkansas-Pine Bluff,78,OT,76,5,Southern
18,"Mon, Jan 15, 2018",@,W,13,Mississippi Valley State,70,OT,78,6,Southern
19,"Sat, Jan 20, 2018",,W,13,Alabama State,61,,63,7,Southern
20,"Mon, Jan 22, 2018",,W,13,Alabama A&M,61,,62,8,Southern
21,"Sat, Jan 27, 2018",,W,13,Alcorn State,48,,61,9,Southern
22,"Sat, Feb 3, 2018",@,L,14,Grambling,69,,68,9,Southern
23,"Mon, Feb 5, 2018",@,W,14,Jackson State,62,,67,10,Southern
24,"Sat, Feb 10, 2018",,W,14,Arkansas-Pine Bluff,62,,70,11,Southern
25,"Mon, Feb 12, 2018",,W,14,Mississippi Valley State,51,,55,12,Southern
26,"Sat, Feb 17, 2018",@,W,14,Alabama State,67,,71,13,Southern
27,"Mon, Feb 19, 2018",@,W,14,Alabama A&M,50,,60,14,Southern
28,"Sat, Feb 24, 2018",@,L,15,Alcorn State,89,,85,14,Southern
29,"Thu, Mar 1, 2018",,L,16,Texas Southern,90,,88,14,Southern
30,"Sat, Mar 3, 2018",,L,17,Prairie View,77,,69,14,Southern
31,"Tue, Mar 6, 2018",,W,17,Jackson State,60,,62,15,Southern
32,"Fri, Mar 9, 2018",N,L,18,Arkansas-Pine Bluff,71,,65,15,Southern
0,"Fri, Nov 10, 2017",,L,1,Niagara,77,,75,0,St. Bonaventure NCAA
1,"Sat, Nov 18, 2017",,W,1,Jackson State,58,,72,1,St. Bonaventure NCAA
2,"Mon, Nov 20, 2017",,W,1,Maryland-Eastern Shore,48,,96,2,St. Bonaventure NCAA
3,"Fri, Nov 24, 2017",N,W,1,Maryland,61,,63,3,St. Bonaventure NCAA
4,"Sat, Nov 25, 2017",N,L,2,Texas Christian,89,,79,3,St. Bonaventure NCAA
5,"Wed, Nov 29, 2017",@,W,2,Siena,55,,75,4,St. Bonaventure NCAA
6,"Sat, Dec 2, 2017",@,W,2,Buffalo,62,,73,5,St. Bonaventure NCAA
7,"Wed, Dec 6, 2017",@,W,2,Canisius,65,,73,6,St. Bonaventure NCAA
8,"Sat, Dec 9, 2017",,W,2,Yale,67,,75,7,St. Bonaventure NCAA
9,"Sat, Dec 16, 2017",N,W,2,Vermont,79,,81,8,St. Bonaventure NCAA
10,"Wed, Dec 20, 2017",,W,2,Northeastern,65,,84,9,St. Bonaventure NCAA
11,"Fri, Dec 22, 2017",@,W,2,Syracuse,57,OT,60,10,St. Bonaventure NCAA
12,"Sat, Dec 30, 2017",,W,2,Massachusetts,78,,98,11,St. Bonaventure NCAA
13,"Wed, Jan 3, 2018",@,L,3,Dayton,82,,72,11,St. Bonaventure NCAA
14,"Sat, Jan 6, 2018",@,L,4,Saint Joseph's,85,,78,11,St. Bonaventure NCAA
15,"Wed, Jan 10, 2018",,W,4,Fordham,61,,77,12,St. Bonaventure NCAA
16,"Sat, Jan 13, 2018",@,L,5,Rhode Island,87,,73,12,St. Bonaventure NCAA
17,"Fri, Jan 19, 2018",@,L,6,Davidson,83,,73,12,St. Bonaventure NCAA
18,"Wed, Jan 24, 2018",,W,6,Saint Joseph's,67,,70,13,St. Bonaventure NCAA
19,"Sun, Jan 28, 2018",,W,6,George Washington,52,,70,14,St. Bonaventure NCAA
20,"Wed, Jan 31, 2018",@,W,6,George Mason,69,,85,15,St. Bonaventure NCAA
21,"Sat, Feb 3, 2018",@,W,6,Duquesne,81,,84,16,St. Bonaventure NCAA
22,"Wed, Feb 7, 2018",,W,6,Saint Louis,56,,79,17,St. Bonaventure NCAA
23,"Sat, Feb 10, 2018",,W,6,Richmond,88,,97,18,St. Bonaventure NCAA
24,"Tue, Feb 13, 2018",@,W,6,La Salle,68,,79,19,St. Bonaventure NCAA
25,"Fri, Feb 16, 2018",,W,6,Rhode Island,74,,77,20,St. Bonaventure NCAA
26,"Wed, Feb 21, 2018",,W,6,Duquesne,67,,73,21,St. Bonaventure NCAA
27,"Sat, Feb 24, 2018",@,W,6,Virginia Commonwealth,63,,68,22,St. Bonaventure NCAA
28,"Tue, Feb 27, 2018",,W,6,Davidson,113,3OT,117,23,St. Bonaventure NCAA
29,"Sat, Mar 3, 2018",@,W,6,Saint Louis,56,,64,24,St. Bonaventure NCAA
30,"Fri, Mar 9, 2018",N,W,6,Richmond,77,,83,25,St. Bonaventure NCAA
31,"Sat, Mar 10, 2018",N,L,7,Davidson,82,,70,25,St. Bonaventure NCAA
32,"Tue, Mar 13, 2018",N,W,7,UCLA,58,,65,26,St. Bonaventure NCAA
33,"Thu, Mar 15, 2018",N,L,8,Florida,77,,62,26,St. Bonaventure NCAA
0,"Sat, Nov 11, 2017",@,L,1,Duquesne,80,,70,0,St. Francis (NY)
1,"Wed, Nov 15, 2017",@,L,2,Manhattan,80,OT,79,0,St. Francis (NY)
2,"Sun, Nov 19, 2017",,W,2,Brown,74,,77,1,St. Francis (NY)
3,"Fri, Nov 24, 2017",N,L,3,Navy,85,,76,1,St. Francis (NY)
4,"Sat, Nov 25, 2017",N,L,4,Denver,60,,50,1,St. Francis (NY)
5,"Sun, Nov 26, 2017",@,L,5,Florida Gulf Coast,75,,51,1,St. Francis (NY)
6,"Thu, Nov 30, 2017",,W,5,New Rochelle,79,,104,2,St. Francis (NY)
7,"Sun, Dec 3, 2017",@,L,6,Notre Dame,71,,53,2,St. Francis (NY)
8,"Sat, Dec 9, 2017",@,L,7,Fordham,76,,68,2,St. Francis (NY)
9,"Tue, Dec 12, 2017",,L,8,Army,76,,64,2,St. Francis (NY)
10,"Sat, Dec 16, 2017",,W,8,SUNY-Maritime,67,,88,3,St. Francis (NY)
11,"Sat, Dec 23, 2017",@,L,9,Saint Peter's,71,OT,68,3,St. Francis (NY)
12,"Fri, Dec 29, 2017",@,W,9,Sacred Heart,68,,73,4,St. Francis (NY)
13,"Sun, Dec 31, 2017",,W,9,Wagner,75,,82,5,St. Francis (NY)
14,"Thu, Jan 4, 2018",@,L,10,Robert Morris,80,OT,79,5,St. Francis (NY)
15,"Sat, Jan 6, 2018",@,L,11,Saint Francis,91,,87,5,St. Francis (NY)
16,"Thu, Jan 11, 2018",,W,11,Central Connecticut State,60,,77,6,St. Francis (NY)
17,"Sat, Jan 13, 2018",,L,12,Sacred Heart,92,,52,6,St. Francis (NY)
18,"Thu, Jan 18, 2018",,W,12,Mount St. Mary's,73,,81,7,St. Francis (NY)
19,"Sat, Jan 20, 2018",,W,12,Bryant,80,,85,8,St. Francis (NY)
20,"Thu, Jan 25, 2018",@,W,12,Fairleigh Dickinson,70,,76,9,St. Francis (NY)
21,"Sat, Jan 27, 2018",@,L,13,Mount St. Mary's,86,,72,9,St. Francis (NY)
22,"Thu, Feb 1, 2018",@,W,13,Bryant,69,,73,10,St. Francis (NY)
23,"Sat, Feb 3, 2018",@,L,14,Wagner,79,,61,10,St. Francis (NY)
24,"Thu, Feb 8, 2018",,W,14,Robert Morris,65,,77,11,St. Francis (NY)
25,"Sat, Feb 10, 2018",,L,15,Saint Francis,90,,65,11,St. Francis (NY)
26,"Thu, Feb 15, 2018",,W,15,Long Island University,79,,84,12,St. Francis (NY)
27,"Sat, Feb 17, 2018",,W,15,Fairleigh Dickinson,74,,87,13,St. Francis (NY)
28,"Thu, Feb 22, 2018",@,L,16,Long Island University,81,,76,13,St. Francis (NY)
29,"Sat, Feb 24, 2018",@,L,17,Central Connecticut State,78,OT,75,13,St. Francis (NY)
30,"Wed, Feb 28, 2018",@,L,18,Long Island University,73,,50,13,St. Francis (NY)
0,"Fri, Nov 10, 2017",,W,0,New Orleans,61,,77,1,St. John's (NY)
1,"Tue, Nov 14, 2017",,W,0,Central Connecticut State,55,,80,2,St. John's (NY)
2,"Thu, Nov 16, 2017",,W,0,Nebraska,56,,79,3,St. John's (NY)
3,"Mon, Nov 20, 2017",,W,0,Molloy,43,,71,4,St. John's (NY)
4,"Thu, Nov 23, 2017",N,W,0,Oregon State,77,,82,5,St. John's (NY)
5,"Fri, Nov 24, 2017",N,L,1,Missouri,90,,82,5,St. John's (NY)
6,"Sun, Nov 26, 2017",N,W,1,Central Florida,43,,46,6,St. John's (NY)
7,"Sat, Dec 2, 2017",,W,1,Sacred Heart,55,,90,7,St. John's (NY)
8,"Tue, Dec 5, 2017",N,W,1,Grand Canyon,60,,68,8,St. John's (NY)
9,"Fri, Dec 8, 2017",N,L,2,Arizona State,82,,70,8,St. John's (NY)
10,"Sun, Dec 17, 2017",,W,2,Iona,59,,69,9,St. John's (NY)
11,"Wed, Dec 20, 2017",N,W,2,Saint Joseph's,73,,77,10,St. John's (NY)
12,"Thu, Dec 28, 2017",,L,3,Providence,94,,72,10,St. John's (NY)
13,"Sun, Dec 31, 2017",@,L,4,Seton Hall,75,,70,10,St. John's (NY)
14,"Wed, Jan 3, 2018",@,L,5,Creighton,78,,71,10,St. John's (NY)
15,"Sat, Jan 6, 2018",,L,6,DePaul,91,,74,10,St. John's (NY)
16,"Tue, Jan 9, 2018",,L,7,Georgetown,69,,66,10,St. John's (NY)
17,"Sat, Jan 13, 2018",,L,8,Villanova,78,,71,10,St. John's (NY)
18,"Wed, Jan 17, 2018",@,L,9,Xavier,88,,82,10,St. John's (NY)
19,"Sat, Jan 20, 2018",@,L,10,Georgetown,93,2OT,89,10,St. John's (NY)
20,"Tue, Jan 23, 2018",,L,11,Creighton,68,,63,10,St. John's (NY)
21,"Sat, Jan 27, 2018",@,L,12,Butler,70,,45,10,St. John's (NY)
22,"Tue, Jan 30, 2018",,L,13,Xavier,73,,68,10,St. John's (NY)
23,"Sat, Feb 3, 2018",,W,13,Duke,77,,81,11,St. John's (NY)
24,"Wed, Feb 7, 2018",@,W,13,Villanova,75,,79,12,St. John's (NY)
25,"Sat, Feb 10, 2018",,W,13,Marquette,78,,86,13,St. John's (NY)
26,"Wed, Feb 14, 2018",@,W,13,DePaul,76,,77,14,St. John's (NY)
27,"Wed, Feb 21, 2018",@,L,14,Marquette,85,,73,14,St. John's (NY)
28,"Sat, Feb 24, 2018",,L,15,Seton Hall,81,OT,74,14,St. John's (NY)
29,"Wed, Feb 28, 2018",,W,15,Butler,68,2OT,75,15,St. John's (NY)
30,"Sat, Mar 3, 2018",@,L,16,Providence,61,,57,15,St. John's (NY)
31,"Wed, Mar 7, 2018",N,W,16,Georgetown,77,,88,16,St. John's (NY)
32,"Thu, Mar 8, 2018",N,L,17,Xavier,88,,60,16,St. John's (NY)
0,"Fri, Nov 10, 2017",,W,0,Cal Poly,62,,78,1,Stanford
1,"Sun, Nov 12, 2017",,W,0,Pacific,80,,89,2,Stanford
2,"Tue, Nov 14, 2017",,L,1,Eastern Washington,67,,61,2,Stanford
3,"Fri, Nov 17, 2017",,W,1,Northeastern,59,,73,3,Stanford
4,"Mon, Nov 20, 2017",,L,2,North Carolina,96,,72,3,Stanford
5,"Thu, Nov 23, 2017",N,L,3,Florida,108,,87,3,Stanford
6,"Fri, Nov 24, 2017",N,L,4,Ohio State,79,,71,3,Stanford
7,"Sun, Nov 26, 2017",N,L,5,Portland State,87,,78,3,Stanford
8,"Wed, Nov 29, 2017",,W,5,Montana,54,,70,4,Stanford
9,"Sun, Dec 3, 2017",@,L,6,Long Beach State,76,,68,4,Stanford
10,"Fri, Dec 15, 2017",,W,6,Denver,62,,75,5,Stanford
