,date_game,game_location,game_result,losses,opp_name,opp_pts,overtimes,pts,wins,school_name
13,"Sun, Dec 31, 2017",@,W,4,Mercer,55,,74,10,East Tennessee State
14,"Thu, Jan 4, 2018",@,W,4,Samford,72,,90,11,East Tennessee State
15,"Sat, Jan 6, 2018",@,W,4,Chattanooga,66,,85,12,East Tennessee State
16,"Thu, Jan 11, 2018",,W,4,North Carolina-Greensboro,58,,68,13,East Tennessee State
17,"Sat, Jan 13, 2018",,W,4,Virginia Military Institute,48,,89,14,East Tennessee State
18,"Thu, Jan 18, 2018",@,W,4,Furman,61,,62,15,East Tennessee State
19,"Sat, Jan 20, 2018",,W,4,Western Carolina,50,,66,16,East Tennessee State
20,"Wed, Jan 24, 2018",,W,4,Mercer,75,,84,17,East Tennessee State
21,"Sat, Jan 27, 2018",@,W,4,Wofford,62,,75,18,East Tennessee State
22,"Mon, Jan 29, 2018",@,W,4,Citadel,71,,73,19,East Tennessee State
23,"Thu, Feb 1, 2018",,W,4,Samford,76,,96,20,East Tennessee State
24,"Sat, Feb 3, 2018",,W,4,Chattanooga,61,,81,21,East Tennessee State
25,"Sat, Feb 10, 2018",@,W,4,Virginia Military Institute,56,,70,22,East Tennessee State
26,"Mon, Feb 12, 2018",@,L,5,North Carolina-Greensboro,74,,56,22,East Tennessee State
27,"Sat, Feb 17, 2018",@,W,5,Western Carolina,61,,72,23,East Tennessee State
28,"Tue, Feb 20, 2018",,L,6,Citadel,84,,82,23,East Tennessee State
29,"Fri, Feb 23, 2018",,L,7,Wofford,75,,71,23,East Tennessee State
30,"Sun, Feb 25, 2018",,L,8,Furman,79,,76,23,East Tennessee State
31,"Sat, Mar 3, 2018",N,W,8,Chattanooga,59,,77,24,East Tennessee State
32,"Sun, Mar 4, 2018",N,W,8,Furman,52,,63,25,East Tennessee State
33,"Mon, Mar 5, 2018",N,L,9,North Carolina-Greensboro,62,,47,25,East Tennessee State
0,"Sat, Nov 11, 2017",@,L,1,Nebraska,72,,68,0,Eastern Illinois
1,"Wed, Nov 15, 2017",@,L,2,Western Illinois,56,,54,0,Eastern Illinois
2,"Fri, Nov 17, 2017",,W,2,IUPUI,79,,80,1,Eastern Illinois
3,"Mon, Nov 20, 2017",@,L,3,San Diego State,94,,63,1,Eastern Illinois
4,"Fri, Nov 24, 2017",,W,3,Fontbonne,44,,96,2,Eastern Illinois
5,"Mon, Nov 27, 2017",@,L,4,Marquette,86,OT,83,2,Eastern Illinois
6,"Fri, Dec 1, 2017",@,L,5,Bradley,67,,56,2,Eastern Illinois
7,"Wed, Dec 6, 2017",@,L,6,Green Bay,59,,57,2,Eastern Illinois
8,"Sat, Dec 16, 2017",@,L,7,South Alabama,63,,52,2,Eastern Illinois
9,"Tue, Dec 19, 2017",,W,7,Western Illinois,77,,78,3,Eastern Illinois
10,"Thu, Dec 21, 2017",,W,7,St. Francis,38,,74,4,Eastern Illinois
11,"Thu, Dec 28, 2017",@,L,8,Murray State,80,,52,4,Eastern Illinois
12,"Sat, Dec 30, 2017",@,L,9,Austin Peay,70,,54,4,Eastern Illinois
13,"Thu, Jan 4, 2018",@,W,9,Morehead State,52,,61,5,Eastern Illinois
14,"Sat, Jan 6, 2018",@,W,9,Eastern Kentucky,53,,54,6,Eastern Illinois
15,"Thu, Jan 11, 2018",,L,10,Tennessee State,69,,65,6,Eastern Illinois
16,"Sat, Jan 13, 2018",,L,11,Belmont,75,,66,6,Eastern Illinois
17,"Thu, Jan 18, 2018",,W,11,Tennessee-Martin,60,,80,7,Eastern Illinois
18,"Sat, Jan 20, 2018",,L,12,Southeast Missouri State,86,,74,7,Eastern Illinois
19,"Thu, Jan 25, 2018",@,L,13,Belmont,81,,59,7,Eastern Illinois
20,"Sat, Jan 27, 2018",@,L,14,Tennessee State,50,,47,7,Eastern Illinois
21,"Thu, Feb 1, 2018",,L,15,Jacksonville State,75,,56,7,Eastern Illinois
22,"Sat, Feb 3, 2018",,W,15,Tennessee Tech,71,,79,8,Eastern Illinois
23,"Thu, Feb 8, 2018",@,W,15,Southern Illinois-Edwardsville,74,,78,9,Eastern Illinois
24,"Sat, Feb 10, 2018",,L,16,Austin Peay,76,,69,9,Eastern Illinois
25,"Thu, Feb 15, 2018",@,L,17,Southeast Missouri State,80,,73,9,Eastern Illinois
26,"Sat, Feb 17, 2018",@,W,17,Tennessee-Martin,57,,64,10,Eastern Illinois
27,"Thu, Feb 22, 2018",,L,18,Murray State,76,,66,10,Eastern Illinois
28,"Sat, Feb 24, 2018",,W,18,Southern Illinois-Edwardsville,56,,68,11,Eastern Illinois
29,"Wed, Feb 28, 2018",N,W,18,Tennessee State,71,,73,12,Eastern Illinois
30,"Thu, Mar 1, 2018",N,L,19,Austin Peay,73,,66,12,Eastern Illinois
0,"Fri, Nov 10, 2017",@,W,0,Rice,72,,73,1,Eastern Kentucky
1,"Mon, Nov 13, 2017",@,L,1,Mississippi,85,,75,1,Eastern Kentucky
2,"Thu, Nov 16, 2017",,W,1,Kentucky State,66,,97,2,Eastern Kentucky
3,"Mon, Nov 20, 2017",@,L,2,Prairie View,80,,70,2,Eastern Kentucky
4,"Wed, Nov 22, 2017",N,L,3,Eastern Washington,83,,62,2,Eastern Kentucky
5,"Sat, Nov 25, 2017",,W,3,Asbury,71,,99,3,Eastern Kentucky
6,"Wed, Nov 29, 2017",@,L,4,Western Kentucky,83,,51,3,Eastern Kentucky
7,"Sat, Dec 2, 2017",,W,4,Jacksonville,65,OT,70,4,Eastern Kentucky
8,"Tue, Dec 5, 2017",@,L,5,Oregon State,74,,62,4,Eastern Kentucky
9,"Sun, Dec 10, 2017",@,L,6,Northern Kentucky,91,,63,4,Eastern Kentucky
10,"Fri, Dec 15, 2017",@,W,6,Charleston Southern,65,,70,5,Eastern Kentucky
11,"Mon, Dec 18, 2017",,W,6,Norfolk State,66,,83,6,Eastern Kentucky
12,"Fri, Dec 22, 2017",@,L,7,Marshall,91,,71,6,Eastern Kentucky
13,"Thu, Dec 28, 2017",@,L,8,Jacksonville State,76,,58,6,Eastern Kentucky
14,"Sat, Dec 30, 2017",@,L,9,Tennessee Tech,77,,69,6,Eastern Kentucky
15,"Thu, Jan 4, 2018",,L,10,Southern Illinois-Edwardsville,85,,82,6,Eastern Kentucky
16,"Sat, Jan 6, 2018",,L,11,Eastern Illinois,54,,53,6,Eastern Kentucky
17,"Thu, Jan 11, 2018",@,W,11,Tennessee-Martin,70,,78,7,Eastern Kentucky
18,"Sat, Jan 13, 2018",@,W,11,Southeast Missouri State,86,,91,8,Eastern Kentucky
19,"Thu, Jan 18, 2018",,L,12,Tennessee Tech,70,,67,8,Eastern Kentucky
20,"Sat, Jan 20, 2018",,L,13,Jacksonville State,68,,60,8,Eastern Kentucky
21,"Thu, Jan 25, 2018",@,L,14,Austin Peay,90,,84,8,Eastern Kentucky
22,"Sat, Jan 27, 2018",@,L,15,Murray State,88,,73,8,Eastern Kentucky
23,"Thu, Feb 1, 2018",,L,16,Belmont,98,,63,8,Eastern Kentucky
24,"Sat, Feb 3, 2018",,L,17,Tennessee State,73,,60,8,Eastern Kentucky
25,"Thu, Feb 8, 2018",,L,18,Tennessee-Martin,70,,69,8,Eastern Kentucky
26,"Sat, Feb 10, 2018",,W,18,Morehead State,73,,75,9,Eastern Kentucky
27,"Thu, Feb 15, 2018",@,L,19,Belmont,84,,73,9,Eastern Kentucky
28,"Sat, Feb 17, 2018",@,W,19,Tennessee State,59,,72,10,Eastern Kentucky
29,"Thu, Feb 22, 2018",,W,19,Southeast Missouri State,88,,91,11,Eastern Kentucky
30,"Sat, Feb 24, 2018",@,L,20,Morehead State,70,,66,11,Eastern Kentucky
0,"Fri, Nov 10, 2017",,W,0,Spring Arbor,60,,92,1,Eastern Michigan
1,"Sun, Nov 12, 2017",,W,0,Michigan-Dearborn,73,,97,2,Eastern Michigan
2,"Thu, Nov 16, 2017",,W,0,Arkansas State,59,,76,3,Eastern Michigan
3,"Sat, Nov 18, 2017",,W,0,Howard,66,,76,4,Eastern Michigan
4,"Fri, Nov 24, 2017",@,L,1,Indiana,87,,67,4,Eastern Michigan
5,"Sun, Nov 26, 2017",@,W,1,South Florida,47,,65,5,Eastern Michigan
6,"Wed, Nov 29, 2017",@,L,2,North Florida,84,OT,81,5,Eastern Michigan
7,"Wed, Dec 6, 2017",,W,2,Oakland,89,,95,6,Eastern Michigan
8,"Sat, Dec 9, 2017",,W,2,Central State,65,,80,7,Eastern Michigan
9,"Sat, Dec 16, 2017",@,W,2,Long Beach State,80,,85,8,Eastern Michigan
10,"Fri, Dec 22, 2017",@,L,3,Oakland,86,,81,8,Eastern Michigan
11,"Wed, Dec 27, 2017",@,L,4,Syracuse,62,,47,8,Eastern Michigan
12,"Fri, Dec 29, 2017",,W,4,Rochester,48,,67,9,Eastern Michigan
13,"Tue, Jan 2, 2018",@,L,5,Ball State,72,,62,9,Eastern Michigan
14,"Sat, Jan 6, 2018",,L,6,Bowling Green State,75,OT,71,9,Eastern Michigan
15,"Tue, Jan 9, 2018",,W,6,Central Michigan,74,,79,10,Eastern Michigan
16,"Sat, Jan 13, 2018",@,L,7,Northern Illinois,72,,66,10,Eastern Michigan
17,"Tue, Jan 16, 2018",,W,7,Akron,49,,63,11,Eastern Michigan
18,"Sat, Jan 20, 2018",,L,8,Ohio,72,,66,11,Eastern Michigan
19,"Tue, Jan 23, 2018",@,L,9,Buffalo,83,,69,11,Eastern Michigan
20,"Sat, Jan 27, 2018",@,W,9,Miami,48,,58,12,Eastern Michigan
21,"Tue, Jan 30, 2018",,L,10,Western Michigan,71,,57,12,Eastern Michigan
22,"Sat, Feb 3, 2018",,W,10,Ball State,41,,58,13,Eastern Michigan
23,"Tue, Feb 6, 2018",@,W,10,Kent State,67,,71,14,Eastern Michigan
24,"Sat, Feb 10, 2018",@,L,11,Bowling Green State,70,OT,63,14,Eastern Michigan
25,"Tue, Feb 13, 2018",,W,11,Miami,57,,58,15,Eastern Michigan
26,"Sat, Feb 17, 2018",@,W,11,Central Michigan,67,,72,16,Eastern Michigan
27,"Tue, Feb 20, 2018",,W,11,Toledo,79,,85,17,Eastern Michigan
28,"Sat, Feb 24, 2018",,W,11,Northern Illinois,53,,82,18,Eastern Michigan
29,"Tue, Feb 27, 2018",@,W,11,Western Michigan,58,,74,19,Eastern Michigan
30,"Fri, Mar 2, 2018",@,W,11,Toledo,69,,71,20,Eastern Michigan
31,"Thu, Mar 8, 2018",N,W,11,Akron,58,,67,21,Eastern Michigan
32,"Fri, Mar 9, 2018",N,L,12,Toledo,64,,63,21,Eastern Michigan
33,"Wed, Mar 14, 2018",,W,12,Niagara,65,,83,22,Eastern Michigan
34,"Mon, Mar 19, 2018",@,L,13,Sam Houston State,69,,62,22,Eastern Michigan
0,"Fri, Nov 10, 2017",,W,0,Walla Walla,61,,82,1,Eastern Washington
1,"Sun, Nov 12, 2017",@,L,1,Washington,79,,69,1,Eastern Washington
2,"Tue, Nov 14, 2017",@,W,1,Stanford,61,,67,2,Eastern Washington
3,"Fri, Nov 17, 2017",@,L,2,Nevada-Las Vegas,91,,76,2,Eastern Washington
4,"Mon, Nov 20, 2017",N,L,3,Georgia State,68,,50,2,Eastern Washington
5,"Wed, Nov 22, 2017",N,W,3,Eastern Kentucky,62,,83,3,Eastern Washington
6,"Fri, Nov 24, 2017",@,L,4,Utah,85,,69,3,Eastern Washington
7,"Sun, Dec 3, 2017",@,L,5,Seattle,84,,65,3,Eastern Washington
8,"Thu, Dec 7, 2017",@,L,6,San Francisco,81,,71,3,Eastern Washington
9,"Sun, Dec 10, 2017",@,L,7,South Dakota,75,,73,3,Eastern Washington
10,"Tue, Dec 12, 2017",@,L,8,Wyoming,93,OT,88,3,Eastern Washington
11,"Sun, Dec 17, 2017",,W,8,Cal State Northridge,58,,86,4,Eastern Washington
12,"Wed, Dec 20, 2017",,W,8,Great Falls,66,,94,5,Eastern Washington
13,"Fri, Dec 29, 2017",@,L,9,Northern Colorado,88,,75,5,Eastern Washington
14,"Sun, Dec 31, 2017",@,W,9,North Dakota,64,,77,6,Eastern Washington
15,"Thu, Jan 4, 2018",,W,9,Portland State,74,,81,7,Eastern Washington
16,"Sat, Jan 6, 2018",,W,9,Sacramento State,67,,82,8,Eastern Washington
17,"Fri, Jan 12, 2018",,L,10,Idaho,58,,51,8,Eastern Washington
18,"Thu, Jan 18, 2018",@,W,10,Northern Arizona,76,,81,9,Eastern Washington
19,"Sat, Jan 20, 2018",@,L,11,Southern Utah,66,OT,62,9,Eastern Washington
20,"Thu, Jan 25, 2018",,W,11,North Dakota,71,,95,10,Eastern Washington
21,"Sat, Jan 27, 2018",,W,11,Northern Colorado,65,,67,11,Eastern Washington
22,"Thu, Feb 1, 2018",@,W,11,Sacramento State,54,,74,12,Eastern Washington
23,"Sat, Feb 3, 2018",@,L,12,Portland State,94,,81,12,Eastern Washington
24,"Fri, Feb 9, 2018",@,L,13,Idaho,66,,64,12,Eastern Washington
25,"Thu, Feb 15, 2018",,W,13,Montana,65,,74,13,Eastern Washington
26,"Sat, Feb 17, 2018",,W,13,Montana State,79,,84,14,Eastern Washington
27,"Thu, Feb 22, 2018",@,W,13,Weber State,70,,75,15,Eastern Washington
28,"Sat, Feb 24, 2018",@,W,13,Idaho State,69,,74,16,Eastern Washington
29,"Thu, Mar 1, 2018",,W,13,Southern Utah,51,,74,17,Eastern Washington
30,"Sat, Mar 3, 2018",,W,13,Northern Arizona,68,,85,18,Eastern Washington
31,"Thu, Mar 8, 2018",N,W,13,Portland State,72,,78,19,Eastern Washington
32,"Fri, Mar 9, 2018",N,W,13,Southern Utah,70,,82,20,Eastern Washington
33,"Sat, Mar 10, 2018",N,L,14,Montana,82,,65,20,Eastern Washington
34,"Tue, Mar 13, 2018",@,L,15,Utah Valley,87,,65,20,Eastern Washington
0,"Fri, Nov 10, 2017",@,L,1,Duke,97,,68,0,Elon
1,"Sat, Nov 11, 2017",,W,1,Peace,53,,96,1,Elon
2,"Tue, Nov 14, 2017",@,L,2,Furman,76,,67,1,Elon
3,"Fri, Nov 17, 2017",N,W,2,Florida International,87,3OT,95,2,Elon
4,"Sat, Nov 18, 2017",N,W,2,Concordia-St. Paul,62,,84,3,Elon
5,"Sun, Nov 19, 2017",@,L,3,Milwaukee,72,,71,3,Elon
6,"Wed, Nov 22, 2017",,W,3,Radford,74,,77,4,Elon
7,"Thu, Nov 30, 2017",,W,3,South Florida,78,OT,79,5,Elon
8,"Sat, Dec 2, 2017",,W,3,Saint Peter's,65,2OT,71,6,Elon
9,"Thu, Dec 7, 2017",@,L,4,North Carolina-Greensboro,75,,44,6,Elon
10,"Sun, Dec 17, 2017",@,W,4,Boston University,69,,77,7,Elon
11,"Tue, Dec 19, 2017",@,L,5,Canisius,67,,51,7,Elon
12,"Fri, Dec 22, 2017",@,W,5,Indiana State,68,,73,8,Elon
13,"Sat, Dec 30, 2017",,W,5,Drexel,75,,90,9,Elon
14,"Tue, Jan 2, 2018",,W,5,Towson,72,,75,10,Elon
15,"Fri, Jan 5, 2018",@,L,6,Northeastern,72,,60,10,Elon
16,"Sun, Jan 7, 2018",@,W,6,Hofstra,76,,89,11,Elon
17,"Thu, Jan 11, 2018",,L,7,North Carolina-Wilmington,80,OT,78,11,Elon
18,"Sat, Jan 13, 2018",,W,7,College of Charleston,58,,63,12,Elon
19,"Thu, Jan 18, 2018",@,L,8,James Madison,85,OT,74,12,Elon
20,"Sat, Jan 20, 2018",,L,9,William & Mary,80,,73,12,Elon
21,"Thu, Jan 25, 2018",@,L,10,Drexel,83,,79,12,Elon
22,"Sat, Jan 27, 2018",@,W,10,Towson,76,,83,13,Elon
23,"Thu, Feb 1, 2018",@,L,11,William & Mary,99,,92,13,Elon
24,"Sat, Feb 3, 2018",,W,11,Delaware,76,,89,14,Elon
25,"Thu, Feb 8, 2018",,L,12,Hofstra,67,,48,14,Elon
26,"Thu, Feb 15, 2018",@,L,13,North Carolina-Wilmington,87,,63,14,Elon
27,"Sat, Feb 17, 2018",@,L,14,Delaware,72,,57,14,Elon
28,"Thu, Feb 22, 2018",@,L,15,College of Charleston,79,,58,14,Elon
29,"Sat, Feb 24, 2018",,L,16,Northeastern,81,,59,14,Elon
30,"Mon, Feb 26, 2018",,L,17,James Madison,90,,84,14,Elon
31,"Sat, Mar 3, 2018",N,L,18,Delaware,86,,79,14,Elon
0,"Fri, Nov 10, 2017",,W,0,Arkansas State,63,,77,1,Evansville
1,"Mon, Nov 13, 2017",,W,0,North Carolina Central,55,,68,2,Evansville
2,"Thu, Nov 16, 2017",,W,0,Southeast Missouri State,50,,66,3,Evansville
3,"Sat, Nov 18, 2017",,W,0,Binghamton,61,,66,4,Evansville
4,"Tue, Nov 21, 2017",,W,0,Fresno State,57,,59,5,Evansville
5,"Wed, Nov 22, 2017",N,L,1,Louisiana Tech,63,,61,5,Evansville
6,"Wed, Nov 29, 2017",@,L,2,New Mexico,78,,59,5,Evansville
7,"Sat, Dec 2, 2017",,W,2,Oakland City,56,,98,6,Evansville
8,"Tue, Dec 5, 2017",@,W,2,Bowling Green State,76,,91,7,Evansville
9,"Sat, Dec 9, 2017",,W,2,Canisius,58,,65,8,Evansville
10,"Sat, Dec 16, 2017",,W,2,Austin Peay,74,OT,78,9,Evansville
11,"Sun, Dec 17, 2017",,W,2,Midway,52,,79,10,Evansville
12,"Wed, Dec 20, 2017",@,L,3,Duke,104,,40,10,Evansville
13,"Sat, Dec 23, 2017",,L,4,Illinois State,72,,66,10,Evansville
14,"Sat, Dec 30, 2017",@,L,5,Loyola,66,,59,10,Evansville
15,"Wed, Jan 3, 2018",@,L,6,Southern Illinois,65,,63,10,Evansville
16,"Sat, Jan 6, 2018",,W,6,Bradley,44,,68,11,Evansville
17,"Wed, Jan 10, 2018",,W,6,Missouri State,55,,64,12,Evansville
18,"Sat, Jan 13, 2018",@,L,7,Drake,81,,65,12,Evansville
19,"Wed, Jan 17, 2018",,L,8,Indiana State,71,,66,12,Evansville
20,"Sat, Jan 20, 2018",@,L,9,Bradley,66,,53,12,Evansville
21,"Wed, Jan 24, 2018",@,W,9,Valparaiso,65,,75,13,Evansville
22,"Sat, Jan 27, 2018",,W,9,Drake,73,,77,14,Evansville
23,"Wed, Jan 31, 2018",,W,9,Northern Iowa,49,,57,15,Evansville
24,"Sat, Feb 3, 2018",@,L,10,Illinois State,75,,71,15,Evansville
25,"Wed, Feb 7, 2018",,W,10,Valparaiso,59,,63,16,Evansville
26,"Sat, Feb 10, 2018",@,L,11,Missouri State,72,,55,16,Evansville
27,"Tue, Feb 13, 2018",@,L,12,Northern Iowa,47,,41,16,Evansville
28,"Sun, Feb 18, 2018",,L,13,Loyola,76,,66,16,Evansville
29,"Wed, Feb 21, 2018",@,L,14,Indiana State,58,,53,16,Evansville
30,"Sat, Feb 24, 2018",,W,14,Southern Illinois,44,,75,17,Evansville
31,"Thu, Mar 1, 2018",N,L,15,Northern Iowa,60,,50,17,Evansville
0,"Sat, Nov 11, 2017",,W,0,Pennsylvania,72,,80,1,Fairfield
1,"Tue, Nov 14, 2017",,W,0,Loyola,52,,64,2,Fairfield
2,"Sat, Nov 18, 2017",@,L,1,Purdue,106,,64,2,Fairfield
3,"Fri, Nov 24, 2017",N,L,2,Jacksonville,92,,84,2,Fairfield
4,"Sat, Nov 25, 2017",N,W,2,Gardner-Webb,64,,75,3,Fairfield
5,"Sun, Nov 26, 2017",@,L,3,Wright State,57,,56,3,Fairfield
6,"Fri, Dec 1, 2017",@,L,4,Wagner,78,,76,3,Fairfield
7,"Wed, Dec 6, 2017",@,L,5,Houston,88,,66,3,Fairfield
8,"Sun, Dec 10, 2017",@,W,5,Long Island University,72,,76,4,Fairfield
9,"Sun, Dec 17, 2017",,L,6,Old Dominion,82,OT,77,4,Fairfield
10,"Fri, Dec 22, 2017",,W,6,New Hampshire,68,,78,5,Fairfield
11,"Thu, Dec 28, 2017",,W,6,Saint Peter's,61,,70,6,Fairfield
12,"Sat, Dec 30, 2017",@,L,7,Manhattan,61,,58,6,Fairfield
13,"Fri, Jan 5, 2018",@,L,8,Rider,96,,77,6,Fairfield
14,"Sun, Jan 7, 2018",@,L,9,Iona,84,,65,6,Fairfield
15,"Thu, Jan 11, 2018",,L,10,Manhattan,59,,53,6,Fairfield
16,"Sat, Jan 13, 2018",@,L,11,Marist,95,OT,89,6,Fairfield
17,"Sat, Jan 20, 2018",,W,11,Niagara,85,,104,7,Fairfield
18,"Tue, Jan 23, 2018",,L,12,Rider,90,,88,7,Fairfield
19,"Sat, Jan 27, 2018",N,L,13,Quinnipiac,75,,70,7,Fairfield
20,"Mon, Jan 29, 2018",,W,13,Iona,100,OT,103,8,Fairfield
21,"Fri, Feb 2, 2018",@,W,13,Monmouth,78,,79,9,Fairfield
22,"Mon, Feb 5, 2018",,W,13,Siena,65,,78,10,Fairfield
23,"Sat, Feb 10, 2018",@,L,14,Niagara,95,,83,10,Fairfield
24,"Mon, Feb 12, 2018",@,L,15,Canisius,81,,63,10,Fairfield
25,"Thu, Feb 15, 2018",,W,15,Marist,79,,83,11,Fairfield
26,"Sat, Feb 17, 2018",,W,15,Quinnipiac,98,2OT,102,12,Fairfield
27,"Wed, Feb 21, 2018",@,W,15,Siena,69,,70,13,Fairfield
28,"Sat, Feb 24, 2018",,W,15,Monmouth,66,,69,14,Fairfield
29,"Thu, Mar 1, 2018",N,W,15,Marist,57,,71,15,Fairfield
30,"Sat, Mar 3, 2018",N,W,15,Niagara,77,,90,16,Fairfield
31,"Sun, Mar 4, 2018",N,W,15,Quinnipiac,64,,74,17,Fairfield
32,"Mon, Mar 5, 2018",N,L,16,Iona,83,,71,17,Fairfield
0,"Fri, Nov 10, 2017",@,L,1,Seton Hall,90,,68,0,Fairleigh Dickinson
1,"Sun, Nov 12, 2017",@,L,2,Penn State,81,,57,0,Fairleigh Dickinson
2,"Wed, Nov 15, 2017",,W,2,Fairleigh Dickinson-Florham,49,,111,1,Fairleigh Dickinson
3,"Sat, Nov 18, 2017",,W,2,Kean,55,,94,2,Fairleigh Dickinson
4,"Wed, Nov 22, 2017",,W,2,Holy Cross,76,,87,3,Fairleigh Dickinson
5,"Sun, Nov 26, 2017",,L,3,Princeton,83,,76,3,Fairleigh Dickinson
6,"Wed, Nov 29, 2017",@,L,4,Saint Peter's,77,,53,3,Fairleigh Dickinson
7,"Sat, Dec 2, 2017",@,L,5,Iona,82,,75,3,Fairleigh Dickinson
8,"Sat, Dec 9, 2017",@,L,6,Rutgers,92,,54,3,Fairleigh Dickinson
9,"Sat, Dec 16, 2017",@,L,7,NJIT,71,,68,3,Fairleigh Dickinson
10,"Thu, Dec 21, 2017",@,L,8,Maryland,75,,50,3,Fairleigh Dickinson
11,"Fri, Dec 29, 2017",@,W,8,Long Island University,71,,82,4,Fairleigh Dickinson
12,"Sun, Dec 31, 2017",@,L,9,Sacred Heart,66,,65,4,Fairleigh Dickinson
13,"Thu, Jan 4, 2018",,W,9,Central Connecticut State,77,,81,5,Fairleigh Dickinson
14,"Sat, Jan 6, 2018",@,L,10,Wagner,73,,65,5,Fairleigh Dickinson
15,"Thu, Jan 11, 2018",,L,11,Long Island University,90,,85,5,Fairleigh Dickinson
16,"Sat, Jan 13, 2018",,L,12,Robert Morris,81,,75,5,Fairleigh Dickinson
17,"Thu, Jan 18, 2018",@,L,13,Central Connecticut State,66,,65,5,Fairleigh Dickinson
18,"Sat, Jan 20, 2018",,W,13,Mount St. Mary's,72,,73,6,Fairleigh Dickinson
19,"Thu, Jan 25, 2018",,L,14,St. Francis,76,,70,6,Fairleigh Dickinson
20,"Sat, Jan 27, 2018",@,W,14,Bryant,78,,89,7,Fairleigh Dickinson
21,"Thu, Feb 1, 2018",@,L,15,Saint Francis,74,,60,7,Fairleigh Dickinson
22,"Sat, Feb 3, 2018",@,W,15,Robert Morris,67,,73,8,Fairleigh Dickinson
23,"Thu, Feb 8, 2018",,W,15,Sacred Heart,67,,77,9,Fairleigh Dickinson
24,"Sun, Feb 11, 2018",,W,15,Wagner,69,,76,10,Fairleigh Dickinson
25,"Thu, Feb 15, 2018",@,W,15,Mount St. Mary's,79,,80,11,Fairleigh Dickinson
26,"Sat, Feb 17, 2018",@,L,16,St. Francis,87,,74,11,Fairleigh Dickinson
27,"Thu, Feb 22, 2018",,L,17,Saint Francis,90,,82,11,Fairleigh Dickinson
28,"Sat, Feb 24, 2018",,W,17,Bryant,83,,87,12,Fairleigh Dickinson
29,"Wed, Feb 28, 2018",@,W,17,Saint Francis,75,,84,13,Fairleigh Dickinson
30,"Sat, Mar 3, 2018",@,L,18,Long Island University,78,,77,13,Fairleigh Dickinson
0,"Fri, Nov 10, 2017",@,L,1,Grand Canyon,67,,51,0,Florida A&M
1,"Sat, Nov 11, 2017",@,L,2,Nevada-Las Vegas,108,,66,0,Florida A&M
2,"Thu, Nov 16, 2017",@,L,3,Miami,90,,59,0,Florida A&M
3,"Sat, Nov 18, 2017",@,L,4,Mississippi State,79,,48,0,Florida A&M
4,"Mon, Nov 20, 2017",,W,4,Albany State,59,,77,1,Florida A&M
5,"Wed, Nov 22, 2017",@,L,5,North Dakota State,80,,66,1,Florida A&M
6,"Fri, Nov 24, 2017",@,L,6,Green Bay,57,,50,1,Florida A&M
7,"Sun, Nov 26, 2017",@,L,7,Stephen F. Austin,79,,63,1,Florida A&M
8,"Wed, Nov 29, 2017",@,L,8,Texas,82,,58,1,Florida A&M
9,"Sat, Dec 2, 2017",@,L,9,Murray State,80,,59,1,Florida A&M
10,"Sat, Dec 9, 2017",@,L,10,Mercer,82,,64,1,Florida A&M
11,"Mon, Dec 11, 2017",,L,11,North Florida,101,,89,1,Florida A&M
12,"Thu, Dec 14, 2017",@,L,12,Southern,68,,50,1,Florida A&M
13,"Sun, Dec 17, 2017",@,L,13,Georgia Tech,79,,54,1,Florida A&M
14,"Thu, Dec 21, 2017",@,L,14,Fordham,79,,69,1,Florida A&M
15,"Fri, Dec 29, 2017",@,L,15,Ball State,75,,54,1,Florida A&M
16,"Wed, Jan 3, 2018",,W,15,Howard,76,,84,2,Florida A&M
17,"Sat, Jan 6, 2018",@,L,16,Morgan State,87,,68,2,Florida A&M
18,"Mon, Jan 8, 2018",@,L,17,Coppin State,79,2OT,78,2,Florida A&M
19,"Sat, Jan 13, 2018",@,L,18,Bethune-Cookman,99,,81,2,Florida A&M
20,"Mon, Jan 15, 2018",,W,18,Delaware State,89,2OT,94,3,Florida A&M
21,"Sat, Jan 27, 2018",@,W,18,Hampton,71,,75,4,Florida A&M
22,"Mon, Jan 29, 2018",@,L,19,Norfolk State,80,,71,4,Florida A&M
23,"Wed, Jan 31, 2018",,L,20,Savannah State,107,,100,4,Florida A&M
24,"Sat, Feb 3, 2018",@,L,21,Howard,83,OT,80,4,Florida A&M
25,"Mon, Feb 5, 2018",@,L,22,Maryland-Eastern Shore,62,,61,4,Florida A&M
26,"Sat, Feb 10, 2018",,W,22,North Carolina Central,56,,65,5,Florida A&M
27,"Mon, Feb 12, 2018",,L,23,Morgan State,74,,48,5,Florida A&M
28,"Sat, Feb 17, 2018",@,W,23,Delaware State,63,,66,6,Florida A&M
29,"Sat, Feb 24, 2018",,W,23,North Carolina A&T,77,,83,7,Florida A&M
30,"Mon, Feb 26, 2018",,W,23,South Carolina State,74,,76,8,Florida A&M
31,"Thu, Mar 1, 2018",,L,24,Bethune-Cookman,89,,77,8,Florida A&M
32,"Tue, Mar 6, 2018",N,W,24,Howard,78,,88,9,Florida A&M
33,"Wed, Mar 7, 2018",N,L,25,Hampton,75,,71,9,Florida A&M
0,"Fri, Nov 10, 2017",@,L,1,South Florida,60,,59,0,Florida Atlantic
1,"Thu, Nov 16, 2017",,W,1,Edward Waters,59,,91,1,Florida Atlantic
